"Day","Platform","Campaign Name","Creative","AssetType","Spend","Likes","Landing PageViews","VideoViews","VideoCompletions","Impressions","LinkClicks","Shares"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Rule the Quiet x Woodworker","Video","549.87","0","59","5671","1504","296422","156","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","WHAT HI•FI","Video","155.03","0","6","1799","380","83537","31","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","You can do it all","Video","377.15","13","3","12818","1033","198626","135","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Black & White","Video","409.32","28","46","3165","988","36251","109","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Blue v. Green A","Video","184.87","14","5","804","93","10397","10","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Blue v. Green B","Video","10.1","0","0","33","7","911","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Device of Choice A","Video","143.48","13","7","715","222","7843","17","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Device of Choice B","Video","11.39","0","3","59","30","1550","5","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Fit for any task","Video","3.51","0","0","28","9","440","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Focus on your art","Video","11.32","0","0","59","24","2063","1","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Fuel focus, quiet stress","Static","1580.85","101","390","0","0","156356","557","3"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Gardener","Static","325.68","18","13","0","0","25746","24","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","New beard, new soundtrack","Static","0.26","0","0","0","0","11","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Peach and","Video","91.38","5","1","602","334","7234","9","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Side Hustle","Static","75.74","4","4","0","0","7892","5","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Tune in anywhere","Static","216.39","5","2","0","0","23158","15","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Up to 6 hours","Video","303.01","7","14","1342","231","14716","47","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","World Class Comeback","Video","137.48","5","4","1282","85","10268","24","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","X Cancelling","Video","177.55","0","60","0","0","42023","94","2"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Outfit A","Static","140.23","13","16","0","0","7677","24","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Palette B","Video","30.03","0","10","118","51","5885","11","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Perfect Neutral","Static","749.23","44","248","0","0","49307","346","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Any Device A","Video","0.18","0","0","0","0","27","1","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Any Device B","Video","0.0","0","0","2","0","2","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Any Device C","Video","0.4","0","0","1","1","25","2","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Creativity without interruptions","Video","683.66","10","325","5659","1437","70419","3264","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Experience the sound","Video","0.09","1","0","2","0","33","1","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Inside the tech","Video","0.54","0","0","12","3","109","3","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 13A - Outfit","Static","33.78","0","30","0","0","2851","93","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 14A - Perfect Neutral","Static","480.23","121","552","0","0","100456","1336","3"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 14B - Palette B","Video","10.83","0","16","120","55","3153","31","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","Find your calm","Video","1161.43","77","104","62936","13457","195890","375","7"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","Live your art","Video","2006.29","0","108","50109","24742","270106","626","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","PC MAG","Video","2653.62","163","107","138416","24735","472293","848","10"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","Rule the Quiet x Woodworker","Video","955.08","0","85","18450","11508","112811","195","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","WHAT HI•FI","Video","2261.09","0","98","56669","28332","314982","630","4"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","You can do it all","Video","583.53","58","43","28726","5876","104837","275","6"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Artistic essentials.","Static","0.0","0","0","0","0","1","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Chalk","Video","1.55","0","0","359","48","1741","1","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Creative Groove","Video","102.17","24","12","15116","2401","27682","97","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Creative Side","Static","0.03","2","0","0","0","3","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Don't Burn Out","Video","1.28","0","0","310","50","1290","1","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Flex","Static","0.01","0","0","0","0","1","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Motivational lyrics","Video","0.12","0","0","11","4","57","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","My World","Video","398.47","17","42","37632","6913","110251","260","2"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Playlist","Static","0.0","1","0","0","0","1","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Quiet Campus","Video","3.95","0","0","461","195","1387","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Retro Game","Video","0.19","0","0","27","8","135","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Right Tools","Static","0.03","2","0","0","0","4","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Sounds","Video","0.89","0","0","144","27","406","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Teleport Yourself","Video","0.03","2","0","0","0","2","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Tempt your ears.","Video","4.45","0","0","601","187","1603","3","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Texting bf - Creator","Static","0.04","2","0","0","0","7","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Turn down the office","Video","3.71","0","0","491","170","1323","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Unleash Creativity","Video","0.17","0","0","21","5","67","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Chores","Video","1415.53","1133","0","52427","6756","271688","3481","1"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Early Bird","Video","1024.83","2429","0","47567","4481","270180","3023","2"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Feel Refreshed","Video","251.97","92","0","8941","873","48625","624","2"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Fomo","Video","642.71","1753","0","33589","2642","152178","1971","4"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Nocturnal?","Video","1649.48","1632","0","64680","3231","404015","4564","3"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Priceless","Video","1303.87","10697","0","180853","7057","338900","3867","17"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Productive Sleep","Video","1782.52","3120","0","92714","2428","401875","4957","3"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Should be sleeping","Video","395.09","485","0","16606","1063","103828","1155","2"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","Baby struggle","Video","42.21","32","0","10097","247","15522","53","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","Better Sleep","Video","29.42","10","0","6068","411","10947","33","1"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","No more naps","Video","820.0","147","0","179627","17057","247956","552","3"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","We have your back","Video","432.36","273","0","88366","15678","143495","451","38"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Pop Two","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Any passion, anywhere","Video","196.88","297","0","14584","229","64708","148","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Back in Flow","Video","46.13","1089","0","7479","141","17941","52","1"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed for anything","Video","0.03","1","0","9","0","105","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed to keep you creative","Video","5.66","63","0","601","10","3910","7","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Double Tap","Video","0.18","1","0","15","2","135","1","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Fit vs. Fit","Video","0.65","3","0","123","4","754","5","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Good things take time","Video","2.54","5","0","276","2","1407","6","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Killer soundtrack","Video","205.99","5343","0","32441","1297","67528","274","1"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Masterpiece","Video","0.36","1","0","80","1","284","2","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Outdoors","Video","0.54","3","0","107","2","260","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Pause the nuances","Video","0.24","1","0","22","0","181","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Right Tool","Video","0.41","4","0","51","2","268","1","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","The Comeback","Video","9.34","17","0","405","43","6325","20","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Unique to you","Video","1.05","24","0","128","0","1062","3","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS Gametime.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Level Up","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Outside. Inside.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","NFL Rookie Mashup","Video","82.13","82","0","1633","37","25335","43","1"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Level Up","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Locked In","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Focused","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Bliss Begins","Video","2796.65","2254","0","85527","4561","853199","1570","3"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Getting back to it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Laptop Mag Quote","Video","4703.35","7912","0","239725","7393","1405577","3972","2"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:San Diego_Aud:Avid Enthusiast Broad_Tentpole:Match Market_Start:6.11.20_End:7.31.21","TikTok 1","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Ad 19","Video","66.53","54","0","1521","80","13924","168","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","HiFi","Video","51.11","18","0","1024","79","13339","122","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Killer soundtrack","Video","3036.92","15725","0","326438","28040","628795","8560","19"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Mobile study room.","Video","7.25","29","0","667","64","2062","18","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","New Heights","Video","6.27","10","0","330","20","1803","16","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Stay Connected","Video","580.63","1113","0","34160","4797","95987","1780","9"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Any passion, anywhere","Video","0.0","0","0","0","0","0","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Go anywhere, do anything","Video","0.01","0","0","4","0","9","0","0"
"2021-10-04","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Mobile study room.","Video","426.95","296","0","88440","7278","137553","523","0"
